FORGE_PHASE_2_X_MODULE_DECISION_TABLE.txt
Generated: 2026-06-04
Scope: Concise module decision table for human review.

[Module Name | Classification | Recommended Domain | Ownership | Candidate | Action Recommendation | Priority | Notes]
imagina-ser-advisor-analysis-engine.js | KEEP | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
import-progress-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
live-operational-state-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
module-integrity-test.js | KEEP | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
nano-banana-icon-system-prompt.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
ocr-result-cache.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
operational-card.tsx | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
operational-colors.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
operational-dashboard-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
operational-feed-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
orvi-guaranteed-value-timeline-engine.js | KEEP | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
orvi-mxn-master-test.js | DOCUMENT | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible
overdue-task-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
payment-frequency-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-activity-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-ai-insights-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-auto-approval-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-auto-save-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-client-summary-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-context-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-detail-alert-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-detail-view-model.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-document-classifier.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-document-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-duplicate-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-import-dashboard-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
policy-import-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-import-errors-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-import-metrics-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-import-summary.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-indexing-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-ingestion-orchestrator.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-live-state-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-metadata-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-ocr-engine.js | KEEP | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
policy-operational-center-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-quick-actions-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-renewal-status-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-review-priority-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-search-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-side-by-side-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-staging-cache.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-staging-status-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-status-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-summary-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-task-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-task-priority-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-timeline-event.factory.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-timeline-group-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-timeline-query-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected
policy-timeline-view-model.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-timeline.repository.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-timeline.types.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-workspace-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
prospeccion.js | DOCUMENT | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible
quick-action-executor-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
quotation-field-normalizer.js | KEEP | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
real-pdf-ocr-test.js | DOCUMENT | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible
real-retirement-scenario-test.js | KEEP | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
relationship-health-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
relationship-next-action-master-test.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
relationship-opportunity-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
relationship-review-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
relationship-review-master-test.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
relationship-timeline-master-test.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
render-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
renewal-intelligence-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
shared-mxn-timeline-engine.js | KEEP | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
shared-premium-growth-engine.js | KEEP | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
smnyl-operating-system-engine.js | DOCUMENT | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review
staging-cleanup-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
task-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
task-feed-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
task-priority-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
task-quick-action-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
vida-mujer-survival-schedule-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
vida-mujer-survival-schedule-test.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS | 07 POLICY & SALES OPERATIONS | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
cartera-events.js | KEEP | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Domain Module | KEEP | ALTA | No immediate static risk detected.
cartera-import-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
cartera-normalizer.js | KEEP | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Domain Module | KEEP | ALTA | No immediate static risk detected.
cartera-repository.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
cartera-service.js | KEEP | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Domain Module | KEEP | ALTA | No immediate static risk detected.
cartera-state.js | KEEP | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Domain Module | KEEP | ALTA | No immediate static risk detected.
cartera-utils.js | KEEP | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Domain Module | KEEP | ALTA | No immediate static risk detected.
cartera-validator.js | KEEP | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Domain Module | KEEP | ALTA | No immediate static risk detected.
cartera-view.js | DO NOT TOUCH | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected; possible duplicate / overlap candidate; large file; UI/business interpretation boundary review
cartera.js | DO NOT TOUCH | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate; large file
mass-import-mapping-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
mass-import-preview-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected
mass-import-validation-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-detail-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-followup-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-human-review-engine.js | MOVE LATER | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | MOVE LATER | MEDIA | possible orphan / no incoming imports detected
policy-renewal-engine.js | KEEP | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
policy-review-ui-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected; UI/business interpretation boundary review
policy-risk-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-storage-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-timeline-engine.js | CONSOLIDATE LATER | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
staging-review-engine.js | MOVE LATER | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | 07 POLICY & SALES OPERATIONS, with Shared Core/Evidence consumers when generic | Migration Candidate | MOVE LATER | MEDIA | possible orphan / no incoming imports detected
app-shell-manager.js | DOCUMENT | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible
appointment-opportunity-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
dna-coaching-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
manager-broadcast-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
manager-coaching-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
manager-feed-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
manager-notification-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
manager-role-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
memory-manager.js | KEEP | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
nash-manager-alert-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
nash-team-intelligence-engine.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
nash-team-intelligence-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
